Company Name,Sector,Country,City,Email,Website,Address,Tel/Fax,Unnamed: 8
Paramount Computer Systems,Telecoms and IT,UAE,Dubai,,www.pcsgulf.com,Building 1,Tel: +971 4-391-8600,
Paris Gallery,Consumer Goods,UAE,Sharjah,parisgal@emirates.net.ae,www.uae-parisgallery.com,P.O.Box 55437,Tel: +971 6-574-4000,
Parsons Brinckerhoff Middle East,Construction,UAE,Dubai,,,P.O.Box 4512,Tel: +971 4-335-0555,
Parsons International Limited,Construction,UAE,Abu Dhabi,parsons@emirates.net.ae,www.parsons.com,National Bank of Bahrain Building,Tel: +971 2-614-2416,
Partnership Advertising,Media,UAE,Dubai,info@partnershipme.com,www.partnershipme.com,Liberty Tower,Tel: +971 4-282-0044,
PathFinder Energy,Oil and Gas,UAE,Dubai,pfdubai@pathfinderlwd.com ,,"Oilfields Supply Center, Building B30",Tel: +971 4-883-4981,
Pauwels Middle East Trading and Contracting,Industrial Manufacturing,UAE,Sharjah,pme@emirates.net.ae,,P.O.Box 5730,Tel: +971 6-5740313,
Paving Stones Company,Construction,UAE,Al Ain,pasco@eiem.ae,www.pasco.ae,Faydah Road,Tel: +971 3-783-8173,
,,,,pasco@pasco.ae.com,,Al Ain Industrial Area,Fax: +971 3-783-8710,
Peacock International Company,Consumer Goods,UAE,Dubai,peacock@emirates.net.ae,,P.O.Box 50544,Tel: +971 4-3374200,
Pencol International,Construction,UAE,Abu Dhabi,mail@penspen-uae.com,,P.O.Box 46562,Tel: +971 2-6792526,
Penguin Engineering,Construction,UAE,Dubai,pengeng@eim.ae,www.penguindubai.com,P.O.Box 6599,Tel: +971 4-331-9960,
PeopleSoft Middle East,Telecoms and IT,UAE,Dubai,,,Dubai Internet City,Tel: +971 4-3901800,
PepsiCo Beverages International,Agriculture and Food,UAE,Dubai,,www.pepsiarabia.com,P.O.Box 11330,Tel: +971 4-3971666,
Petrochem Middle East,Basic Materials,UAE,Dubai,info@petrochem.com,www.petrocheme.com,City Tower 2,Tel: +971 4-332-9192,
Petrofac Limited,Construction,UAE,Sharjah,petrofac@petrofac.ae,www.petrofac.com/,"205 Holland Park Avenue, London W11 4XB, United Kingdom",Tel: +44 20-7471-3500,
Petroleum Engineering and Construction Establishment,Construction,UAE,Abu Dhabi,alrubaya@emirates.net.ae,,P.O.Box 3262,Tel: +971 2-6271141,
Philip Morris Services,Agriculture and Food,UAE,Dubai,,www.philipmorrisinternational.com,P.O.Box 8203,Tel: +971 4-352-2080,
Philips Electronics Middle East and Africa,Conglomerates,UAE,Dubai,,,P.O.Box 9269,Tel: +971 4-309-5114 (Medical Systems),
Phoenix Aviation,Transport,UAE,Sharjah,phoenix1@emirates.net.ae,www.phoenixuae.com,"Saif Zone, Sharjah International Airport",Tel: +971 6-557-2522,
Planet Group,Conglomerates,UAE,Dubai,planet@emirates.net.ae,,Abu Al Ghool Building,Tel: +971 4-282-2199,
Planet Optical Disc,Consumer Goods,UAE,Dubai,sd@pod.co.ae,www.pod.ae,P.O.Box 31108,Tel: +971 4-299-5050,
Plug-ins Electronix,Consumer Goods,UAE,Dubai,,www.plug-ins.cc,-,Tel: +971 4-282-5995,
Pluto Airlines,Transport,UAE,Sharjah,pluto@emirates.net.ae,,P.O.Box 1842,Tel: +971 6-562-3666,
Polycon Gulf,Basic Materials,UAE,Abu Dhabi,polycon@emirates.net.ae,,Musafah,Tel: +971 2-554-0360,
Porsche Middle East,Automotive,UAE,Dubai,info@porsche-me.ae,www.me.porsche.com,P.O.Box 54299,Tel: +971 4-299-5911,
Port of Fujairah,Transport,UAE,Fujairah,fujport@emirates.net.ae,www.fujairahport.com/,P.O.Box 787,Tel: +971 9-2228800,
Ports Customs and Free Zone Corporation,Government,UAE,Dubai,customersd@dxbcustoms.gov.ae,www.ehss.ae,Ports Customs and Free Zone Corporation Building,Tel: +971 4-345-5555,
Power Transmission (Gulf),Construction,UAE,Abu Dhabi,ptgulg@emirates.net.ae,,P.O.Box 376,Tel: +971 2-6767628,
Prakash Trading Company,Industrial Manufacturing,UAE,Dubai,info@ptc.ae,www.ptc.ae,Al Ramoul Rashidya Street,Tel: +971 4-286-3363,
Precision Dies and Tools Manufacturing Company,Mining and Metals,UAE,Dubai,pdtmc@emirates.net.ae,,Sheikh Zayed Road,Tel: +971 4-3472989,
Prefab Building Industries Company,Construction,UAE,Dubai,pbidubai@emirates.net.ae,,Awir Industrial Area,Tel: +971 4-3330012,
Premier Automotive Group,Automotive,UAE,Dubai,info@premier-automotive-group.com,,Sheikh Zayed Road,Tel: +971 4-332-7377,
Premier Motors,Automotive,UAE,Abu Dhabi,info@altayer-motors.com,,Crescent Tower,Tel: +971 2-691-7000,
PricewaterhouseCoopers UAE,Services,UAE,Dubai,pwc.emirates@ae.pwcglobal.com,,Emirates Tower,Tel: +971 4-304-3100,
Prime Emirates,Financial Services,UAE,Abu Dhabi,prime@primeemirates.ae,www.primeemirates.ae,First Gulf Bank Building,Tel: +971 2-691-0800,
Priority Real Estate,Real Estate,UAE,Dubai,info@prioritydubai.com,www.prioritydubai.com,Sondos Tower,Tel: +971 4-343-4433,
Prismo Gulf Establishment,Construction,UAE,Abu Dhabi,prismo@emirates.net.ae,,P.O.Box 367,Tel: +971 2-5555939,
Private Property Management,Real Estate,UAE,Abu Dhabi,ppmgt@ppm.ae,,P.O.Box 3251,Tel: +971 2-634-6000,
Process Automation Consultants and Systems Integrators,Construction,UAE,Dubai,info@pracsi.com,www.pracsi.com/,P.O.Box 53163,Tel: +971 4-2868682,
Procter and Gamble Gulf,Consumer Goods,UAE,Dubai,,,"Gate 7, Junction 12",Tel: +971 4-806-4444,
Promax,Media,UAE,Dubai,info@promax.ae,www.promaxme.com,Al Garhoud Building,Tel: +971 4-282-6411,
Promedia Systems,Telecoms and IT,UAE,Dubai,,www.promediasystems.com,P.O.Box 37560,Tel: +971 4-338-8812,
Promoseven Weber Shandwick,Media,UAE,Dubai,promosevenpr@promoseven.com,,Emarat Atrium,Tel: +971 4-321-0077,
Publicis-Graphics,Media,UAE,Dubai,info@publicisgraphics.ae,www.publicisgraphics.com,Al Ghurair Center,Tel: +971 4-222-2231,
Pure Helium (Gulf),Basic Materials,UAE,Dubai,helium@emirates.net.ae,,Jebel Ali Free Zone,Tel: +971 4-8816001,
,,,,purehelm@emirates.net.ae,,P.O.Box 16848,Fax: 04-8816323,
Q Energy,Oil and Gas,UAE,Abu Dhabi,,www.qenergy.ae,P.O.Box 43562,Tel: +971 2-672-4477,
QGM Group,Construction,UAE,Sharjah,admin@qgmgroup.com,www.qgmgroup.ae,QGM Building,Tel: +971 6-526-0180,
Qasco Dubai Steel,Mining and Metals,UAE,Dubai,info@qascodubai.com,www.qascodubai.com,Sheikh Zayed Road,Tel: +971 4-883-2020,
Qimat Al Tameer Company,Real Estate,UAE,Dubai,,,-,,
Quebeisi SGB,Construction,UAE,Sharjah,,,P.O.Box 5682,Tel: +971 2-5554129,
R Holdings,Financial Services,UAE,Dubai,info@rholdings.ae,www.rholdings.ae,P.O.Box 73310,Tel: +971 50-465-0980,
RAK Airways,Transport,UAE,Ras Al Khaimah,info@rakairways.com,www.rakairways.com,RAK Free Zone,Tel: +971 7-207-5000,
RAK Ceramics,Construction,UAE,Ras Al Khaimah,rakceram@emirates.net.ae ,www.rakceramics.com,P.O.Box 4714,Tel: +971 7-244-5046,
RAK Education Company,Services,UAE,Ras Al Khaimah,,,Ras Al Khaimah Free Trade Zone,Tel: +971 7-227-7888,
RAK Investment Authority,Financial Services,UAE,Ras Al Khaimah,enquiry@rakinvestmentauthority.com,www.rakinvestmentauthority.com,-,Tel: +971 7-244-5125,
,,,,rakto@rakinvestmentauthority.com,,,Tel: +971 7-244-6533,
RAK Petroleum,Oil and Gas,UAE,Ras Al Khaimah,info@rakpetroleum.ae,www.rakpet.com,United Insurance Company Building,Tel: +971 7-205-7777,
RAK Porcelain,Consumer Goods,UAE,Ras Al Khaimah,rakporcelain@rakceram.com,www.rakporcelain.com,P.O.Box 30113,Tel: +971 7-244-5046,
RAK Properties,Real Estate,UAE,Ras Al Khaimah,info@rakproperties.net,www.rakproperties.net,National Bank of Abu Dhabi Building,Tel: +971 7-205-6200,
RAKEEN Development,Real Estate,UAE,Ras Al Khaimah,sales@rakeen.com,www.rakeen.com,RAK Airways Building,Tel: +971 7-244-6562,
ROTO Packing Materials Industry Company,Basic Materials,UAE,Dubai,rotopack@emirates.net.ae,,Sheikh Zayed Road,Tel: +971 4-3470399,
RSP Group (merged),Services,UAE,Dubai,,,Capricorn Tower,Tel: +971 4-329-1234,
RSVP Marketing and Communication,Media,UAE,Dubai,rsvp-mc@emirates.net.ae,www.rsvp-mc.com,City Tower2,Tel: +971 4-332-2255,
Radisson SAS Dubai Deira Creek,Travel and Tourism,UAE,Dubai,,www.deiracreek.dubai.radissonsas.com,Bani Yas Road,Tel: +971 4-222-7171,
Radisson SAS Hotel Dubai Media City,Travel and Tourism,UAE,Dubai,info.dubai@radissonsas.com,www.radisson.com/dubaiae ,City Center,Tel: +971 4-366-9111,
Radisson SAS Resort Sharjah,Travel and Tourism,UAE,Sharjah,rdsasshj@emirates.net.ae,,P.O.Box 3527,Tel: +971 6-565-7777,
Rais Hassan Saadi Group,Conglomerates,UAE,Dubai,rhsgrp@rhsgroup.com,www.rhsgroup.com,Rais Hassan Saadi Building,Tel: +971 4-352-1515,
Raknor,Construction,UAE,Ras Al Khaimah,,,P.O.Box 883,Tel: +971 7-2668351,
Ramada Continental Hotel,Travel and Tourism,UAE,Dubai,ramadadb@emirates.net.ae ,www.ramadacontinental.com,P.O.Box 31999,Tel: +971 4-266-2666,
Ramada Hotel Dubai,Travel and Tourism,UAE,Dubai,rhddxb@emirates.net.ae,www.ramadadubai.com,P.O.Box 7979,Tel: +971 4-351-9999,
Ramee Group of Hotels,Travel and Tourism,UAE,Dubai,rameedxb@emirates.net.ae,www.ramee-group.com/,P.O.Box 55808,Tel: +971 4-396-3888,
Ramesh and Associates,Construction,UAE,Dubai,rmlakhia@emirates.net.ae,,P.O.Box 2314,Tel: +971 4-3524135,
Ranya Trading Company,Industrial Manufacturing,UAE,Sharjah,,,P.O.Box 1433,Tel: +971 4-3472368,
Rapid Metal Developments,Construction,UAE,Sharjah,rmd.uae@rmdformwork.com,,P.O.Box 5801,Tel: +971 6-5534173,
Raqmiyat,Telecoms and IT,UAE,Dubai,,www.raqmiyat.com,P.O.Box 8547,Tel: +971 4-295-9606,
Ras Al Khaimah Cement Company,Construction,UAE,Ras Al Khaimah,rakcc@eim.ae,www.rakcement.ae,P.O.Box 2499,Tel: +971 7-266-0111,
Ras Al Khaimah Company for White Cement and Construction Materials,Construction,UAE,Ras Al Khaimah,whitecement@rakwhitecement.ae,www.rakwhitecement.ae,Khor Khweir Area,Tel: +971 7-266-8888,
Ras Al Khaimah Free Trade Zone,Real Estate,UAE,Ras Al Khaimah,inquiry@rakftz.com,www.rakftz.com,Al Nakheel Area,Tel: +971 7-204-1111,
Ras Al Khaimah Fuelling Service Company,Oil and Gas,UAE,Ras Al Khaimah,,,P.O.Box 4881,Tel: +971 7-2448112,
Ras Al Khaimah Gas Commission,Oil and Gas,UAE,Ras Al Khaimah,info@rakgas.ae,www.rakgas.ae,Al Seer Building,Tel: +971 7-227-7555,
,,,,rakgas@emirates.net.ae,,5th Floor,Fax: +971 7-228-7333,
Ras Al Khaimah Hotel,Travel and Tourism,UAE,Ras Al Khaimah,rakhotel@emirates.net.ae,www.rak-hotel.co.ae,P.O.Box 56,Tel: +971 7-236-2999,
Ras Al Khaimah International Airport,Transport,UAE,Ras Al Khaimah,rktod@emirates.net.ae,www.rakairport.com,P.O.Box 501,Tel: +971 7-244-8111,
Ras Al Khaimah Maritime and Mercantile International,Transport,UAE,Ras Al Khaimah,rmmi@emirates.net.ae,,P.O.Box 4888,Tel: +971 7-2281701,
Ras Al Khaimah National Insurance Company,Financial Services,UAE,Ras Al Khaimah,rakinsurance@raknicho.ae,,P.O.Box 506,Tel: +971 7-227-3000,
Ras Al Khaimah Plastics Establishment,Basic Materials,UAE,Ras Al Khaimah,plastics@emirates.net.ae,www.plastics.co.ae/,P.O.Box 838,Tel: +971 7-2445777,
Ras Al Khaimah Port Services,Transport,UAE,Ras Al Khaimah,mspa243@emirates.net.ae,www.rakairport.com,P.O.Box 501,Tel: +971 7-244-8111,
Ras Al Khaimah Poultry and Feeding Company,Agriculture and Food,UAE,Ras Al Khaimah,rapco@emirates.net.ae,www.rakpoultry.com,P.O.Box 184,Tel: +971 7-246-2222,
Ras Al Khaimah Rock Company,Construction,UAE,Ras Al Khaimah,rakrock@emirates.net.ae,,Khor Khwair,Tel: +971 7-266-8251,
Rasasi Perfumes Industry,Consumer Goods,UAE,Dubai,rasasi@emirates.net.ae,www.rasasi.com/,Jebel Ali,Tel: +971 4-8816655,
Rashid Al Owais Engineering and Consulting,Construction,UAE,Sharjah,,,P.O.Box 1085,Tel: +971 6-5724422,
Rashid Hospital,Healthcare,UAE,Dubai,,,Al Maktoum Street,Tel: +971 4-337-1111,
Rasmala CBD Asset Management,Financial Services,UAE,Dubai,,,"C/O Rasmala Investments, The Exchange Building, Level 6, Dubai International Financial Center, P.O. Box 31145",Tel: +971 4-330-3433,
Rasmala Financial Brokerage,Financial Services,UAE,Dubai,info@rasmalabrokerage.com,www.rasmalabrokerage.com,Emirates Towers Offices,Tel: +971 4 330-1414 (trading),
Rasmala Investments,Financial Services,UAE,Dubai,info@rasmala.com,www.rasmala.com,The Exchange Building,Tel: +971 4-363-5600,
Rasmala Investments (Saudi Arabia),Financial Services,UAE,Dubai,,,"C/O, Rasmala Investments, PO Box 31145, Dubai, United Arab Emirates",Tel: +971 4-330-3433,
Rawabi Emirates,Agriculture and Food,UAE,Dubai,rawabi@emirates.net.ae,www.emiratesrawabi.com,P.O.Box 50368,Tel: +971 4-289-2123,
Ready Mix Beton Abu Dhabi,Construction,UAE,Abu Dhabi,,,P.O.Box 3610,Tel: +971 2-633-7580,
Ready Mix Beton Dubai,Construction,UAE,Dubai,rmbd@emirates.net.ae,,P.O.Box 51804,Tel: +971 4-347-2227,
Readymix Gulf,Construction,UAE,Dubai,gulfrmc@emirates.net.ae,,Al Quoz Industrial Area,Tel: +971 4-347-4123,
Real Estate Bank - UAE,Financial Services,UAE,Abu Dhabi,reb@realestatebank.ae,,Abu Dhabi Islamic Bank Building,Tel: +971 2-632-1212,
Real Estate Department,Real Estate,UAE,Dubai,realestate@red.gov.ae,www.realestate-dubai.gov.ae/,P.O.Box 23073,Tel: +971 4-398-6666,
Reckitt Benckiser Arabia,Consumer Goods,UAE,Dubai,,,Jebel Ali,Tel: +971 4-881-8266,
Reda Ras Al Khaimah,Construction,UAE,Ras Al Khaimah,,,P.O.Box 518,Tel: +971 7-2668111,
Reef Mall,Real Estate,UAE,Dubai,info@reefmall.com,www.reefmall.com,Deira,Tel: +971 4-224-2240,
Reef Real Estate Investment Company,Real Estate,UAE,Dubai,info@reefrealestate.net,www.reefrealestate.net,P.O.Box 115738,Tel: +971 4-329-3330,
Reem Developers,Real Estate,UAE,Abu Dhabi,ghassansarris@tamouh.com,,"C/O, Tamouh Investments, Abu Dhabi Mall, East Tower, 6th Floor, PO Box 105507",Tel: +971 2-627-3733,
Reem Financing Company,Financial Services,UAE,Abu Dhabi,,,-,,
Reem Investments,Real Estate,UAE,Abu Dhabi,info@reemi.ae,www.reeminvestments.com,"Abu Dhabi Mall, East Tower",Tel: +971 2-644-4455,
,,,,info@reeminv.com,,4th Floor,Fax: +971 2-556-1741,
Regulation and Supervision Bureau,Power and Utilities,UAE,Abu Dhabi,bureau@rsb.gov.ae,www.rsb.gov.ae,P.O.Box 32800,Tel: +971 2-642-6777,
Reliance Electro Mechanical Plumbing Contracting Company,Construction,UAE,Dubai,remco@emirates.net.ae,www.remco-uae.com,P.O.Box 52027,Tel: +971 4-286-2444,
Renaissance Dubai Hotel,Travel and Tourism,UAE,Dubai,,www.renaissancehotel.com,P.O.Box 8668,Tel: +971 4-262-5555,
Reuters Middle East,Media,UAE,Dubai,mena.support1@reuters.com,,Reuters Building,Tel: +971 4-391-8300,
Ribtex Garment Industries,Consumer Goods,UAE,Sharjah,,,P.O.Box 22169,Tel: +971 6-5330391,
Rice Perry Ellis,Construction,UAE,Dubai,rpe@emirates.net.ae,,P.O.Box 13634,Tel: +971 4-2822505,
Ricoh Europe Middle East Branch,Telecoms and IT,UAE,Dubai,info@ricoh.co.ae,www.ricoh-europe.com/,Dubai Internet City,Tel: +971 4-390-0050,
,,,,,www.ricoh-support.com/,P.O.Box 500255,Fax: +971 4-390-8555,
Rigid Construction Group,Construction,UAE,Sharjah,rigidem@emirates.net.ae,www.rigidgroup.com,P.O.Box 2162,Tel: +971 6-5323311,
Rigidal Industries,Mining and Metals,UAE,Dubai,rigidal@emirates.net.ae,,P.O.Box 60493,Tel: +971 4-2852458,
Rimal Engineering Products,Construction,UAE,Abu Dhabi,rimalad@emirates.net.ae,,P.O.Box 5280,Tel: +971 2-6332267,
Ritz-Carlton Dubai,Travel and Tourism,UAE,Dubai,,www.ritzcarlton.com,P.O.Box 26525,Tel: +971 4-399-4000,
Rivoli Group,Conglomerates,UAE,Dubai,marketing@rivoligroup.ae,www.rivoligroup.com,Al Fahidi Street,Tel: +971 4-353-1400,
Roads and General Contracting Projects,Construction,UAE,Abu Dhabi,,,P.O.Box 2315,Tel: +971 2-6772204,
Roads and Transport Authority - Dubai,Government,UAE,Dubai,info@rta.ae,www.rta.ae,RTA Building,Tel: +971 4-284-4444,
Robert Bosch Automotive Middle East,Automotive,UAE,Dubai,,,P.O.Box 54307,Tel: +971 4-299-6566/7/8/,
Rock Cement Industries,Construction,UAE,Abu Dhabi,rockceme@emirates.net.ae,,Burj Al Saif Building,Tel: +971 2 632-1444,
Rolls-Royce International,Industrial Manufacturing,UAE,Dubai,,www.rolls-royce.com,West Wing 2,Tel: +971 4-299-4343,
Rotana Hotel Management Corporation,Travel and Tourism,UAE,Abu Dhabi,head.office@rotana.com,www.rotana.com,P.O.Box 43500,Tel: +971 2-644-4412,
Royal Boskalis Westminster,Construction,UAE,Abu Dhabi,boskalis@emirates.net.ae,www.boskalis.com,P.O.Box 4831,Tel: +971 2-644-7306,
Royal Group,Conglomerates,UAE,Abu Dhabi,,www.royalgroupuae.com,P.O.Box 5151,Tel: +971 2-665-2200,
Royal Jet,Transport,UAE,Abu Dhabi,info@royaljetgroup.com,www.royaljetgroup.com,P.O.Box 60666,Tel: +971 2-505-1500,
Royal and SunAlliance Insurance,Financial Services,UAE,Dubai,rsauae@notes.royalsun.com,www.royalsunalliance.ae,Thuraya Building No. 1,Tel: +971 4-334-4474,
,,,,,www.royalsunalliance.com,21st Floor,Fax: +971 4-337-7230,
Rustar Real Estate,Real Estate,UAE,Dubai,sales@rustar.ae,www.rustarrealestate.com,Jumeirah Beach Road,Tel: +971 4-328-0104,
Ruwais Fertilizer Industries,Basic Materials,UAE,Abu Dhabi,webmaster@fertil.com,www.fertil.com,NDC Building,Tel: +971 2-602-1111,
S S Lootah Group,Conglomerates,UAE,Dubai,webmaster@lootah.sch.ae,www.lootah.com,P.O.Box 553,Tel: +971 4-297-2222,
SG Holdings,Conglomerates,UAE,Dubai,info@suwadanigroup.com,www.suwadanigroup.com,Al Yamama Tower,Tel: +971 4-295-5466,
SGB Middle East,Construction,UAE,Sharjah,,,P.O.Box 5682,Tel: +971 6-534-2221,
SGI Middle East and Africa,Telecoms and IT,UAE,Dubai,admin@dubai.sgi.com,www.sgi.com/,Dubai Media City,Tel: +971 4-3902233,
SHUAA Capital,Financial Services,UAE,Dubai,info@shuaacapital.com,www.shuaacapital.com,Emirates Towers,Tel: +971 4-330-3600,
SKM,Construction,UAE,Sharjah,info@skm.ae,www.skm.ae,Industrial Area,Tel: +971 6-534-7347,
SMB Group (under liquidation),Telecoms and IT,UAE,Dubai,info@smbcomputers.com,www.pgldxb.com/,P.O.Box 8736,Tel: +971 4-3974744,
,,,,,www.smb.co.ae/,,Fax: +971 4-3974743,
,,,,,www.smbcomputers.com/,,,
SMKA Electric,Industrial Manufacturing,UAE,Dubai,smka@emirates.net.ae,www.smka.co.ae/,P.O.Box 1200,Tel: +971 4-282-1065,
SNASCO,Real Estate,UAE,Sharjah,info@snasco.com,www.snasco.com,Bathea Building,Tel: +966 2-691-8222,
SNEF Electric Flux,Construction,UAE,Abu Dhabi,snefauh@emirates.net.ae,,Ahmad Al Khamis Building,Tel: +971 2-672-7119,
SUEZ Energy International,Power and Utilities,UAE,Abu Dhabi,,www.suezenergyint.com,P.O.Box 4657,Tel: +971 2-644-3800,
SW Source Capital,Financial Services,UAE,Dubai,info@swmena.com,www.swmena.com,P.O.Box 122180,Tel: +971 4-393-3379,
Saatchi and Saatchi,Media,UAE,Dubai,info@saatchime.com,,"27, 28 and 29 Beach Villas",Tel: +971 4-344-4346,
Saba Real Estate,Real Estate,UAE,Dubai,enquiries@saba-re.com,www.saba-re.com,P.O.Box 504918,Tel: +971 4-330-0086,
Sabban Property Investments,Real Estate,UAE,Dubai,spi@sabbangroup.com,www.sabban-pi.com,P.O.Box 25238,Tel: +971 4-331-7533,
Sadco Plastic Industries,Basic Materials,UAE,Sharjah,,,P.O.Box 4120,Tel: +971 6-5331419,
Saeed and Mohammed Al Naboodah Holdings,Conglomerates,UAE,Dubai,smaholdings@alnaboodah.com,www.alnaboodah.com,"Al Shuaala Building, Block E",Tel: +971 4-294-8888,
Saffar Capital,Financial Services,UAE,Dubai,info@saffar-capital.com,www.saffar-capital.com,"Suite 305, The Business Center Building",Tel: +971 4-396-6336,
Sahara Centre,Real Estate,UAE,Sharjah,info@saharacentre.com,www.saharacentre.com,P.O.Box 510051,Tel: +971 6-531-3666,
Sahari Group of Establishments,Industrial Manufacturing,UAE,Abu Dhabi,sahari02@emirates.net.ae,,P.O.Box 687,Tel: +971 2-6443167,
Saif Bin Darwish,Construction,UAE,Abu Dhabi,sbdco@emirates.net.ae,,P.O.Box 47,Tel: +971 2-558-4100,
Sainrapt Contracting Company,Construction,UAE,Abu Dhabi,info@sainrapt.com,,Al Omran Building,Tel: +971 2-676-4007,
Saipem SpA,Oil and Gas,UAE,Sharjah,,,Port Khaled,Tel: +971 6-528-4140,
Salem Ebrahim Al Saman,Conglomerates,UAE,Abu Dhabi,,,P.O.Box 271,Tel: +971 2-626-1600,
Salem Travel Agency,Travel and Tourism,UAE,Abu Dhabi,travels@salemtravelagency.com,www.salemtravelagency.com,P.O.Box 346,Tel: +971 2-621-8000,
Sama Communications Company,Telecoms and IT,UAE,Dubai,info@samacom.com,www.samacom.com,P.O.Box 7300,Tel: +971 4-391-3915,
Sama Dubai,Real Estate,UAE,Dubai,info@sama-dubai.com,www.sama-dubai.com,Emirates Towers,Tel: +971 4-330-0055,
,,,,sales@sama-dubai.com,,6th Floor,Fax: +971 4-330-4466,
Samer Group,Construction,UAE,Abu Dhabi,,,P.O.Box 2764,Tel: +971 2-674-4359,
Samsung Gulf Electronics,Consumer Goods,UAE,Dubai,,www.mea.samsungmobile.com,Building 3,Tel: +971 4-364-8600,
,,,,,www.samsungelectronics.com,Dubai Internet City,Fax: +971 4-364-8615,
Sana Construction,Construction,UAE,Sharjah,,,P.O.Box 6018,Tel: +971 6-5332145,
Sands Hotels,Travel and Tourism,UAE,Abu Dhabi,reservations@sandshot.ae,www.sands-hotel.com,Sheikh Zayed the Second Street,Tel: +971 2-615-6666,
Saraya Islands Real Estate Development Company,Real Estate,UAE,Ras Al Khaimah,satwamar@emirates.net.ae,www.sarayaislands.com,"C/O, Investment and Development Office, Government of Ras Al Khaimah, PO Box 12222",Tel: +971 7-227-7888,
Satwa Automatic Mosaic Tiles and Marble Factory,Construction,UAE,Dubai,,,P.O.Box 24925,Tel: +971 4-3472464,
Scandinavian Technical Services Company,Construction,UAE,Sharjah,scantec@emirates.net.ae,,P.O.Box 22401,Tel: +971 6-5331242,
Schlumberger Oilfield Services Middle East,Oil and Gas,UAE,Dubai,,,Dubai World Trade Center,Tel: +971 4 306 7777,
Schneider Electric Gulf,Industrial Manufacturing,UAE,Dubai,ae-csc-gulf@ae.schneider-electric.com,,Jebel Ali Free Zone,Tel: +971 4-808-73 00,
Scientechnic,Industrial Manufacturing,UAE,Dubai,scitech@emirates.net.ae,www.scientechnic.com,325,Tel: +971 4-266-6000,
Scott Wilson Kirkpatrick and Company Middle East,Construction,UAE,Dubai,swdxb@scottwilson-me.com,www.scottwilson-me.com,208 Dune Building,Tel: +971 4-345-1615,
Sedana Trading,Industrial Manufacturing,UAE,Sharjah,sedana@emirates.net.ae,www.sedana.com,P.O.Box 1919,Tel: +971 6-5330551,
Sedar Emirates,Consumer Goods,UAE,Sharjah,sedar@emirates.net.ae,www.sedaremirates.com,BMW Street,Tel: +971 6-533-2255,
Sedco Dubai,Oil and Gas,UAE,Dubai,,,Sheikh Zayed Road,Tel: +971 4-338-3848,
Select Glass Industries,Construction,UAE,Ras Al Khaimah,info@dubaiselect.com,,Ras Al Khaimah Industrial Area,Tel: +971 7-244-5195,
Sense Gourmet,Services,UAE,Abu Dhabi,,,"C/O, Abu Dhabi National Foodstuff Company, PO Box 2378, Abu Dhabi, United Arab Emirates",Tel: +971 2-673-1000,
Septech Emirates,Industrial Manufacturing,UAE,Sharjah,septech@emirates.net.ae,www.septechemirates.com,P.O.Box 5985,Tel: +971 6-542-0888,
Seven Seas Computers,Telecoms and IT,UAE,Dubai,ssc@sscomp.ae,www.sscomp.ae,Seven Seas Building,Tel: +971 4-308-3555,
Shangri-La Hotel Dubai,Travel and Tourism,UAE,Dubai,sldb@shangri-la.com,,Sheikh Zayed Street,Tel: +971 4-343-8888,
Shankland Cox Limited (UAE),Construction,UAE,Abu Dhabi,sclauly@emirates.net.ae,,P.O.Box 44936,Tel: +971 2-6715411,
Sharaf Digital,Consumer Goods,UAE,Dubai,info@sharafdigital.com,www.sharafdg.com,Sharaf Building,Tel: +971 4-359-7772,
Sharaf Group,Conglomerates,UAE,Dubai,sharafgp@sharaf.ae,www.sharaf.ae,P.O.Box 576,Tel: +971 4-352-1555,
Sharaf Retail,Consumer Goods,UAE,Dubai,info@sharafretail.com,www.sharafretail.com,"Al Hilal Building, Flat 201",Tel: +971 4-282-1515,
Sharaf Shipping Agency,Transport,UAE,Dubai,info@sharafshipping.com,www.sharafshipping.com,P.O.Box 576,Tel: +971 4-352-0555,
Sharaf Travel,Travel and Tourism,UAE,Dubai,wecare@sharaftravel.com,www.sharaftravel.com,Khalid Bin Walid Street,Tel: +971 4-397-6161,
Sharjah Abrasives Trading Company,Construction,UAE,Sharjah,stargrit@emirates.net.ae,,P.O.Box 21226,Tel: +971 6-5563563,
Sharjah Airport International Free Zone,Real Estate,UAE,Sharjah,info@saif-zone.com,www.saif-zone.com,Sharjah Airport,Tel: +971 6-557-0000,
Sharjah Cable Factory,Industrial Manufacturing,UAE,Sharjah,contact@sharcab.com,www.sharcab.com,Sharjah Industrial Area,Tel: +971 6-533-0031,
Sharjah Carbon Factory,Construction,UAE,Sharjah,shcarbon@emirates.net.ae,,P.O.Box 7092,Tel: +971 6-5339662,
Sharjah Carlton Hotel,Travel and Tourism,UAE,Sharjah,carltonh@emirates.net.ae,www.sharjahcarlton.com,P.O.Box 1198,Tel: +971 6-528-3711,
Sharjah Cement and Industrial Development Company,Construction,UAE,Sharjah,scidcho@emirates.net.ae ,www.sharjahcement.com,P.O.Box 2083,Tel: +971 6-568-6102,
Sharjah Chamber of Commerce and Industry,Services,UAE,Sharjah,scci@sharjah.gov.ae,www.sharjah.gov.ae,P.O.Box 580,Tel: +971 6-568-8888,
