Company Name,Sector,Country,City,Email,Website,Address,Tel/Fax,
,,,,,,Al Garhoud,,
,,,,,,P.O.Box 1586,,
Modern Plastic Industry,Basic Materials,UAE,Dubai,mpiuae@emirates.net.ae,www.mpi-atlas.co.ae/,P.O.Box 31550,Tel: +971 4-2859537,
,,,,,,,Fax: 04-2854637,
Modern Printing Press and Stationery,Services,UAE,Abu Dhabi,,,P.O.Box 950,Tel: +971 2-6776543,
,,,,,,,Fax: 02-6776077,
Modern Technology International,Telecoms and IT,UAE,Dubai,contactus@modernti.com,www.modernti.com,MTI Building,Tel: +971 4-883-2250,
,,,,,,"Road 1241, Plot MO 0767",Fax: +971 4-883-2210,
,,,,,,Jebel Ali Free Zone,,
,,,,,,P.O.Box 17914,,
Mohamed Abdullah Haji Yousuf Khoory and Company,Industrial Manufacturing,UAE,Dubai,,,Beniyas Road,Tel: +971 4-2223271,
,,,,,,Al Rigga,Tel: +971 4-2666300,
,,,,,,P.O.Box 41,Fax: 04-2221702,
Mohamed Abdulrahman Al Bahar,Industrial Manufacturing,UAE,Sharjah,amuae@albahar.co.ae,www.albahar.ae,P.O.Box 6038,Tel: +971 6-543-1271,
,,,,,,,Fax: +971 6-542-3769,
Mohamed Al Makhawi Establishment,Conglomerates,UAE,Dubai,etenm001@emirates.net.ae,,P.O.Box 1059,Tel: +971 4-3370793,
,,,,,,,Fax: 04-3373194,
Mohamed Hareb Al Otaiba,Conglomerates,UAE,Dubai,info@mhalotaibauae.com,www.alotaibagroup.com/,P.O.Box 5009,Tel: +971 4-269-1575,
,,,,,,,Fax: +971 4-269-7465,
Mohammad Omar Bin Haider Group,Conglomerates,UAE,Dubai,mohgroup@emirates.net.ae,,P.O.Box 3555,Tel: +971 4-282-1191,
,,,,,,,Fax: +971 4-282-5115,
Mohammed Abdullah Al Omran Group,Conglomerates,UAE,Sharjah,info@alomran.com,www.alomran.com/,P.O.Box 5112,Tel: +971 6-5331525,
,,,,,,,Fax: +971 6-5330360,
Mohammed Obeid Al Mulla and Sons,Conglomerates,UAE,Dubai,almucons@emirates.net.ae,,P.O.Box 59,Tel: +971 4-222-1241,
,,,,,,,Tel: +971 4-222-1242,
,,,,,,,Tel: +971 4-222-1243,
,,,,,,,Tel: +971 4-222-1539,
,,,,,,,Tel: +971 4-228-8228,
,,,,,,,Fax: +971 4-221-8109,
,,,,,,,Fax: +971 4-228-5419,
Mohammed Tayyeb Khoory and Sons,Industrial Manufacturing,UAE,Dubai,mtk@mtkhoory.com,www.mtkhoory.com,Sheikh Zayed Road,Tel: +971 4-314-6146,
,,,,,,P.O.Box 4664,Tel: +971 4-347-6999,
,,,,,,,Fax: +971 4-347-9929,
,,,,,,,Fax: +971 4-347-9981,
Mohammed bin Rashid Establishment for Young Business Leaders,Financial Services,UAE,Dubai,info@sme.ae,www.sme.ae,P.O.Box 66166,Tel: +971 4-330-2222,
,,,,,,,,
Mohd Zainal Faridooni,Construction,UAE,Dubai,,,Salah Al Din Street,Tel: +971 4-2694900,
,,,,,,Al Mateena,Fax: 04-2661932,
,,,,,,P.O.Box 3,,
Mohiddin and Abdul Samad Company,Consumer Goods,UAE,Dubai,secmab@1925.com,,P.O.Box 916,Tel: +971 4-3474001,
,,,,,,,Fax: 04-3474004,
Mona Trading Company,Industrial Manufacturing,UAE,Dubai,,,Real Estate Dept Building,Tel: +971 4-2821004,
,,,,,,Airport Road,Tel: +971 4-2821451,
,,,,,,P.O.Box 5012,Tel: +971 4-2821452,
,,,,,,,Fax: 04-2821944,
Moody?s Middle East,Financial Services,UAE,Dubai,,,The Gate,Tel: +971 4-365-0505,
,,,,,,Level 15,Fax: +971 4-365-0281,
,,,,,,P.O.Box 125115,,
Moore Stephens Middle East Limited,Services,UAE,Dubai,msil@moorestephens.com,www.moorestephens-me.com,P.O.Box 28817,Tel: +971 4-282-0811,
,,,,,,,Fax: +971 4-282-0812,
Moraik Development and Oil Field Services,Oil and Gas,UAE,Dubai,moraik@emirates.net.ae,www.moraikgroup.com,Hamdan Street,Tel: +971 2-633-6900,
,,,,,,Tourist Club Area,Fax: +971 2-633-6335,
,,,,,,P.O.Box 4395,,
Morgan Stanley,Financial Services,UAE,Dubai,,www.morganstanley.com,Dubai International Financial Centre,Tel: +971 4-363-4800,
,,,,,,P.O.Box 506501,Fax: +971 4-363-4801,
Mostafa Bin Abdullatif,Conglomerates,UAE,Dubai,mbalh@emirates.net.ae,www.mbal.com/,P.O.Box 44,Tel: +971 4-3534192,
,,,,,,,Tel: +971 4-3536421,
,,,,,,,Fax: 04-3532174,
Mothercat Limited,Construction,UAE,Dubai,,,P.O.Box 1820,Tel: +971 4-227-3375,
,,,,,,,Fax: +971 4-223-8567,
Motivate Publishing,Media,UAE,Dubai,motivate@emirates.net.ae,www.motivatepublishing.com,P.O.Box 2331,Tel: +971 4-282-4060,
,,,,,,,Fax: +971 4-282-4436,
MotorCity,Real Estate,UAE,Dubai,info@motorcity.ae,www.motorcity.ae,E 311Emirates Road,Tel: +971 4-367-8700,
,,,,,,P.O.Box 24649,Fax: +971 4-367-8751,
Mott MacDonald,Construction,UAE,Abu Dhabi,mottmac@mottmac.com,,Abu Dhabi Islamic Bank Building,Tel: +971 2-445-0751,
,,,,,,15th Floor,Tel: +971 2-443-4608,
,,,,,,P.O.Box 47094,Tel: +971 2-445-7470,
,,,,,,,Fax: +971 2-445-7490,
Mouchel Middle East (UAE),Construction,UAE,Dubai,,,City Tower,Tel: +971 4-2828144,
,,,,,,"Sheikh Zayed Road, ,",Fax: 04-2828199,
,,,,,,P.O.Box 60971,,
Moutamarat,Services,UAE,Dubai,,,P.O.Box 65500,Tel: +971 4-360-0769,
,,,,,,,Fax: +971 4-368-1095,
Movenpick Hotel Bur Dubai,Travel and Tourism,UAE,Dubai,,www.moevenpick-burdubai.com,P.O.Box 32733,Tel: +971 4-336-6000,
,,,,,,,Fax: +971 4-336-6626,
Mubadala Development Company,Financial Services,UAE,Abu Dhabi,,www.mubadala.ae,ADNIC Building,Tel: +971 2-616-0099,
,,,,,,level 12,Fax: +971 2-616-0098,
,,,,,,Khalifa Street,,
,,,,,,P.O.Box 45005,,
Multiforms,Basic Materials,UAE,Dubai,info@multiforms.ae,www.multiforms.ae,Multiforms Building,Tel: +971 4-347-1115,
,,,,,,Al Kouz Street,Fax: +971 4-347-1085,
,,,,,,Industrial Area 4,,
,,,,,,P.O.Box 54016,,
Mutawa Group,Construction,UAE,Abu Dhabi,mtt@emirates.net.ae,www.mutawa.ae,P.O.Box 46100,Tel: +971 2-5552800,
,,,,,,,Tel: +971 2-6324200,
,,,,,,,Fax: 02-5547855,
NBD Securities,Financial Services,UAE,Dubai,,,World Trade Center,Tel: +971 4-303-2222,
,,,,,,Ground Floor,Fax: +971 4-331-5132,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 63777,,
NCR Corporation,Services,UAE,Jebel Ali,,,Dubai,Tel: +971 4-8872424,
,,,,,,P.O.Box 18187,Fax: +971 4-8872425,
NMC Group,Conglomerates,UAE,Abu Dhabi,nmc@eim.ae,www.nmc.ae,Foodlands Restaurant Building,Tel: +971 2-633-2255,
,,,,,,Airport Road,Fax: +971 2-633-2256,
,,,,,,P.O.Box 6222,,
NUTRICIA Middle East and Africa,Healthcare,UAE,Dubai,feedback@nutriciame.com ,www.nutriciame.com,Jebel Ali,Tel: +971 4-881-4114,
,,,,,,P.O.Box 17542,Fax: +971 4-881-5570,
Naaz Trading Corporation,Construction,UAE,Dubai,,,Deira,Tel: +971 4-2854638,
,,,,,,P.O.Box 4378,Fax: 04-2854179,
Nakheel,Real Estate,UAE,Dubai,info@nakheel.ae,www.nakheel.ae,Nakheel Center,Tel: +971 4-390-3333,
,,,,,,Al Sufouh Road,Fax: +971 4-390-3314,
,,,,,,P.O.Box 17777,,
Nakheel Hotels and Resorts,Travel and Tourism,UAE,Dubai,james.wilson@nakheel.ae,www.nakheel.ae,Emirates Office Tower,Tel: +971 4-360-1919,
,,,,sunil.gomes@nakheel.ae,,47th Floor,Tel: +971 4-360-1999,
,,,,,,Sheikh Zayed Road,Fax: +971 4-360-1920,
,,,,,,P.O.Box 17000,,
Nakheel Saudi Arabia,Real Estate,UAE,Dubai,,,"C/O PO Box 17777, Dubai, United Arab Emirates",Tel: +971 4-390-3333,
,,,,,,,Fax: +971 4-390-3314,
Nasco Karaoglan Dubai,Financial Services,UAE,Dubai,nascodub@emirates.net.ae,www.nascodubai.com,Khalid Bin Waleed Street,Tel: +971 4-352-3133,
,,,,,,Al Mankhool,Fax: +971 4-352-0544,
,,,,,,P.O.Box 7108,,
Naser Al Sayer and Company,Consumer Goods,UAE,Dubai,nasco@emirates.net.ae,,Salah Al Din Street,Tel: +971 4-2669280,
,,,,,,P.O.Box 1825,Tel: +971 4-2669380,
,,,,,,,Fax: 04-2663972,
Nasser Abdulla Lootah Group,Conglomerates,UAE,Dubai,,www.nalg.ae,NASA Building,Tel: +971 4-223-1520,
,,,,,,Al Maktoum Road,Fax: +971 4-223-2348,
,,,,,,Deira,,
,,,,,,P.O.Box 1520,,
Nasser Air Travel and Shipping Agencies,Travel and Tourism,UAE,Dubai,travel@nasa.ae,,NASA Building,Tel: +971 4-221-4455,
,,,,,,Al Maktoum Street,Fax: +971 4-221-1016,
,,,,,,P.O.Box 1520,,
Nasser Bin Abdullatif Al Serkal Establishment,Industrial Manufacturing,UAE,Dubai,aagsons@emirates.net.ae,,P.O.Box 1219,Tel: +971 4-295-5000,
,,,,,,,Fax: +971 4-295-5222,
Nasser Rashid Lootah and Sons,Conglomerates,UAE,Dubai,nrl@emirates.net.ae,,P.O.Box 1187,Tel: +971 4-295-0218,
,,,,,,,Fax: +971 4-227-4631,
National Bank of Abu Dhabi,Financial Services,UAE,Abu Dhabi,CustomerSupport@nbad.com,www.nbad.com,P.O.Box 4,Tel: +971 2-611-1111,
,,,,,,,Fax: +971 2-627-5738,
National Bank of Dubai,Financial Services,UAE,Dubai,contactus@nbd.com,www.nbd.com,National Bank of Dubai Building,Tel: +971 4-222-2111,
,,,,,,Beniyas Street,Fax: +971 4-228-3000,
,,,,,,Deira,,
,,,,,,P.O.Box 777,,
National Bank of Dubai Euro Medium Term Note,Other,UAE,Dubai,,,P.O.Box 777,Tel: +971 4-222-2111,
,,,,,,,Fax: +971 4-228-3000,
National Bank of Fujairah,Financial Services,UAE,Fujairah,nbfho@nbf.ae,www.nbf.ae,P.O.Box 887,Tel: +971 9-222-4518,
,,,,,,,Fax: +971 9-222-4516,
National Bank of Ras Al Khaimah,Financial Services,UAE,Ras Al Khaimah,nbrakho@emirates.net.ae,www.rakbank.ae,P.O.Box 5300,Tel: +971 7-228-1127,
,,,,,,,Fax: +971 7-228-3238,
,,,,,,,Fax: +971 7-228-8161,
National Bank of Umm Al Qaiwain,Financial Services,UAE,Umm Al Quwain,nbuq@uaqbank.co.ae,,P.O.Box 4133,Tel: +971 6-706-6666,
,,,,,,,Fax: +971 6-745-7600,
National Bonds Corporation,Financial Services,UAE,Dubai,helpdesk@nationalbonds.ae ,www.nationalbonds.ae,Emaar Building,Tel: +971 4-363-1333 (Overseas),
,,,,,,7th Floor,Tel: +971 4-367-8888,
,,,,,,Sheikh Zayed Road,Tel: 800-26637 (Toll Free),
,,,,,,P.O.Box 113388,,
National Catering Company,Services,UAE,Abu Dhabi,,,Mohammed Bin Butti Building,Tel: +971 2-667-4610,
,,,,,,Mezzanine Floor,Tel: +971 2-667-4710,
,,,,,,Sheikh Zayed Road,Fax: +971 2-667-4607,
,,,,,,P.O.Box 143,Fax: +971 2-667-4608,
National Cement Company - UAE,Construction,UAE,Dubai,cement@emirates.net.ae,www.nationalcement.ae,P.O.Box 4041,Tel: +971 4-338-8885,
,,,,,,,Fax: +971 4-338-8886,
National Central Cooling Company,Power and Utilities,UAE,Dubai,gmail@tabreed.com,www.tabreed.com,Tabreed Building,Tel: +971 4-340-4422,
,,,,,,Sheikh Zayed Road,Fax: +971 4-340-4422,
,,,,,,P.O.Box 32444,,
National Corporation for Tourism and Hotels,Travel and Tourism,UAE,Abu Dhabi,marketing@ncth.com,www.ncth.com ,P.O.Box 6942,Tel: +971 2-409-9999,
,,,,ncth@emirates.net.ae,,,Fax: +971 2-409-9990,
,,,,,,,,
National Drilling Company,Oil and Gas,UAE,Abu Dhabi,webmaster@ndc.co.ae,www.ndc.ae,NDC Building,Tel: +971 2-677-6100,
,,,,,,AL Salam Street,Fax: +971 2-677-9937,
,,,,,,P.O.Box 4017,,
National Financial Brokerage Company,Financial Services,UAE,Abu Dhabi,nfbcad@emirates.net.ae,,Bugati Building,Tel: +971 2-610-6000,
,,,,,,22nd Floor,Fax: +971 2-622-1541,
,,,,,,Corniche Street,,
,,,,,,P.O.Box 3946,,
National Fire Fighting Manufacturing Company,Industrial Manufacturing,UAE,Dubai,info@naffco.com,www.naffco.com,P.O.Box 17014,Tel: +971 4-881-5653,
,,,,,,,Fax: +971 4-881-6229,
National Flour Mills Company,Agriculture and Food,UAE,Dubai,nfmc@nfmcdubai.co.ae,,Al Bubabia Street,Tel: +971 4-393-9633,
,,,,,,P.O.Box 780,Fax: +971 4-393-9191,
National Food Industries,Agriculture and Food,UAE,Dubai,nfidxb@emirates.net.ae,www.nfidubai.com,Al Quoz Industrial Area,Tel: +971 4-347-1616,
,,,,,,P.O.Box 222,Tel: +971 4-347-3472,
,,,,,,,Tel: +971 4-347-3926,
,,,,,,,Fax: +971 4-347-2802,
National Food Products Company,Agriculture and Food,UAE,Abu Dhabi,info@nfpcgroup.com,www.nfpcgroup.com,National Food Products Building,Tel: +971 2-558-2808,
,,,,,,Airport Road,Fax: +971 2-558-2214,
,,,,,,P.O.Box 2403,,
National Garment Industry,Consumer Goods,UAE,Dubai,natlgmts@emirates.net.ae,,Ras Al Khor Road,Tel: +971 4-3330998,
,,,,,,P.O.Box 61537,Fax: 04-3330940,
National Gas Shipping Company,Oil and Gas,UAE,Abu Dhabi,info@ngsco.com,www.ngsco.com/,P.O.Box 2600,Tel: +971 2-627-1400,
,,,,,,,Fax: +971 2-627-4305,
National General Insurance,Financial Services,UAE,Dubai,customerservice@ngiuae.com,www.ngi.ae,P.O.Box 154,Tel: +971 4-222-2772,
,,,,,,,Fax: +971 4-228-0601,
National Health Insurance Company,Financial Services,UAE,Abu Dhabi,,www.damanhealth.ae,Hamdan Street,Tel: +971 2-614-9555,
,,,,,,P.O.Box 12888,Fax: +971 2-614-9775,
National Holding,Financial Services,UAE,Abu Dhabi,eiic@emirates.net.ae,,Al Heel Tower,Tel: +971 2-667-9777,
,,,,,,King Khaled Bin Abdulaziz Street,Fax: +971 2-667-9997,
,,,,,,P.O.Box 2310,,
National Horticultural Company,Agriculture and Food,UAE,Abu Dhabi,1959@emirates.net.ae,www.alhamed.com,P.O.Box 592,Tel: +971 2-634-4333,
,,,,alhamed@emirates.net.ae,,,Fax: +971 2-639-4499,
,,,,,,,,
National Human Resource Development and Employment Authority,Government,UAE,Dubai,tanmia@tanmia.org.ae,www.tanmia.ae,P.O.Box 9505,Tel: +971 4-331-1114,
,,,,,,,Fax: +971 4-331-7771,
National Industrial Company (UAE),Industrial Manufacturing,UAE,Abu Dhabi,,,P.O.Box 706,Tel: +971 2-672-1000,
,,,,,,,Fax: +971 2-677-0011,
National Investor Property Management Company,Financial Services,UAE,Dubai,colliers@colliers-me.com,,P.O.Box 71591,Tel: +971 4-355-4177,
,,,,,,,Fax: +971 4-355-4277,
National Marine Dredging Company,Construction,UAE,Abu Dhabi,nmdc@emirates.net.ae,www.nmdc.ae,P.O.Box 3649,Tel: +971 2-551-6000,
,,,,,,,Fax: +971 2-551-6500,
National Marketing and Trading Company,Agriculture and Food,UAE,Ajman,,,P.O.Box 3871,Tel: +971 6-744-1188,
,,,,,,,Fax: +971 6-745-6041,
National Packaging Industries,Basic Materials,UAE,Ajman,npi@npigulf.com,www.npigulf.com,Ras Al Khaimah Road,Tel: +971 6-743-5492,
,,,,,,New Industrial Area,Fax: +971 6-743-4882,
,,,,,,P.O.Box 2218,Fax: +971 6-743-5093,
National Paints Factories Company - UAE,Basic Materials,UAE,Sharjah,npfcl@national-paints.com,www.national-paints.com,P.O.Box 5822,Tel: +971 6-534-0111,
,,,,,,,Fax: +971 6-534-0222,
National Petroleum Construction Company,Construction,UAE,Abu Dhabi,,www.npcc.ae,Plot 71,Tel: +971 2-554-9000,
,,,,,,Street 7,Fax: +971 2-554-9111,
,,,,,,Mussafah Industrial Area,,
,,,,,,P.O.Box 2058,,
National Plastic and Building Material Industries,Basic Materials,UAE,Sharjah,npbmi@emirates.net.ae,www.national-plastic.com/,P.O.Box 1943,Tel: +971 6-5331830,
,,,,,,,Tel: +971 6-5331831,
,,,,,,,Fax: 06-5335629,
National Printing Press,Services,UAE,Dubai,,,Al Ittihad Road,Tel: +971 4-2214926,
,,,,,,Deira,Tel: +971 4-2664219,
,,,,,,P.O.Box 1120,Fax: 04-2230924,
National Readymix Concrete Company,Construction,UAE,Dubai,islootah@emirates.net.ae,,Airport Road,Tel: +971 4-2857738,
,,,,,,P.O.Box 10631,Fax: +971 4-2858899,
National Refreshment Company,Agriculture and Food,UAE,Dubai,,,Sheikh Zayed Road,Tel: +971 4-338-2100,
,,,,,,P.O.Box 1880,Tel: +971 4-338-2120,
,,,,,,,Fax: +971 4-338-1032,
National Services and Contracting Company,Construction,UAE,Abu Dhabi,info@nsccme.com,www.nsccme.com,Tourist Club Area,Tel: +971 2-644-0340,
,,,,,,P.O.Box 856,Fax: +971 2-644-8196,
National Shipping Gulf Agency Company (Abu Dhabi),Transport,UAE,Abu Dhabi,abudhabi@gacworld.com,www.gacabudhabi.com,P.O.Box 377,Tel: +971 2-673-0500,
,,,,,,,Fax: +971 2-673-1328,
National Trading and Developing Establishment,Conglomerates,UAE,Dubai,ntde@emirates.net.ae,www.ntde-uae.com,P.O.Box 3139,Tel: +971 4-222-0115,
,,,,,,,Tel: +971 4-285-2222,
,,,,,,,Fax: +971 4-222-2900,
,,,,,,,Fax: +971 4-228-1372,
Neopharma,Healthcare,UAE,Abu Dhabi,neopharma@neopharma.ae,www.neopharma.ae,P.O.Box 72900,Tel: +971 2-550-1000,
,,,,,,,Fax: +971 2-550-1199,
Nestl‚ Middle East,Agriculture and Food,UAE,Dubai,,,Jebel Ali,Tel: +971 4-883-8000,
,,,,,,P.O.Box 17327,Fax: +971 4-883-9000,
Net Tours and Travels,Travel and Tourism,UAE,Dubai,nettours@emirates.net.ae,www.nettoursdubai.com,"Al Bakhit Centre, Plot No. 185/2",Tel: +971 4-266-6655,
,,,,,,Regga Al Butteen,Tel: +971 4-266-8661,
,,,,,,P.O.Box 50777,Fax: +971 4-266-8662,
New Medical Centre Hospital,Healthcare,UAE,Abu Dhabi,nmch@emirates.net.ae,,Zayed the 2nd Street,Tel: +971 2-633-2255,
,,,,,,P.O.Box 6222,Fax: +971 2-633-2256,
NewDawn GSE Asset Management,Financial Services,UAE,Dubai,,,"C/O,Dubai International Capital,The Gate,13th Floor East Wing,PO Box 72888,Dubai, United Arab Emirates",Tel: +971 4-362-1888,
,,,,,,,Fax: +971 4-362-0888,
Newage Company,Industrial Manufacturing,UAE,Sharjah,newage@emirates.net.ae,,P.O.Box 5001,Tel: +971 4-2664000 (6 lines),
,,,,,,,Fax: 04-2664044,
Nexus,Financial Services,UAE,Dubai,enquire@nexusadvice.com,www.nexusadvice.com,Al Musalla Tower,Tel: +971 4-397-7779,
,,,,,,19th Floor,Fax: +971 4-397-4422,
,,,,,,Khalid Ben Walid Street,,
,,,,,,P.O.Box 124422,,
Nico International UAE,Industrial Manufacturing,UAE,Dubai,nicouae@nicouae.com,www.nicouae.com,P.O.Box 12068,Tel: +971 4-338-2135,
,,,,,,,Fax: +971 4-338-1832,
Nimir Chemicals Company,Basic Materials,UAE,Dubai,Eric.fore@nimir.com,www.nimir.com/,P.O.Box 34398,Tel: +971 4-3327448,
,,,,,,,Tel: +971 4-3329410,
,,,,,,,Tel: +9714-3312888,
,,,,,,,Fax: +971 4-3326433,
Nokia Middle East,Telecoms and IT,UAE,Dubai,,www.nokiame.com/,Dubai Islamic Bank Building,Tel: +971 4-361-6565,
,,,,,www.nokiamena.com,3rd Floor,Fax: +971 4-362-4646,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 500019,,
Noor Capital,Financial Services,UAE,Abu Dhabi,,www.noorcapitaluae.com,P.O.Box 43671,Tel: +971 2-626-6888,
,,,,,,,Fax: +971 2-626-7177,
Nortel Networks Middle East and North Africa,Telecoms and IT,UAE,Dubai,,,P.O.Box 24364,Tel: +971 4-33-13744,
,,,,,,,Fax: +971 4-332-8025,
Norton Rose - UAE,Services,UAE,Dubai,graeme.muir@nortonrose.com,www.nortonrose.com,Emirates Towers,Tel: +971 4-403-6500,
,,,,,,8th Floor,Fax: +971 4-403-6400,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 103747,,
Novartis AG,Healthcare,UAE,Dubai,,,P.O.Box 73449,Tel: +971 4-3390087,
,,,,,,,Fax: +971 4-3392527,
Novotel Centre Hotel,Travel and Tourism,UAE,Abu Dhabi,novoad@emirates.net.ae,www.novotel.com,P.O.Box 47136,Tel: +971 2-633-3555,
,,,,,,,Fax: +971 2-621-0128,
,,,,,,,Fax: +971 2-634-3633,
Novus Petroleum,Oil and Gas,UAE,Dubai,graciavalladian@novuswestasia.com,www.novuspetroleum.com,Regional Office for the Middle East,Tel: +971 4-332-5444,
,,,,,,P.O.Box 62042,Fax: +971 4-332-9554,
OMD Middle East,Media,UAE,Dubai,info@omd.ae,,Building No 1,Tel: +971 4-390-4321,
,,,,,,"4th Floor, Office 409",Fax: +971 4-391-8066,
,,,,,,Dubai Media City,,
,,,,,,P.O.Box 34404,,
Oasis Beach Hotel,Travel and Tourism,UAE,Dubai,obh@jaihotels.com,,Jumeirah Beach Road,Tel: +971 4-399-4444,
,,,,,,P.O.Box 26500,Fax: +971 4-399-4200,
Oasis Capital Company,Financial Services,UAE,Abu Dhabi,oasis@oasisint.co.ae,www.oasisleasing.com,ADNIC Building,Tel: +971 2-627-3880,
,,,,,,7th Floor,Fax: +971 2-627-3990,
,,,,,,Khalifa Street,,
,,,,,,P.O.Box 28922,,
Oasis Freight Agency,Transport,UAE,Dubai,ofadxb@emirates.net.ae,,P.O.Box 5562,Tel: +971 4-3525000,
,,,,,,,Fax: 04-3527812,
Oasis Investment Company,Conglomerates,UAE,Dubai,shirawi@emirates.net.ae,www.alshirawi.com/,P.O.Box 93,Tel: +971 4-2821251,
,,,,,,,Fax: +971 4-2821534,
Oasis Oilfield Services and Supplies,Oil and Gas,UAE,Abu Dhabi,oasisoil@emirates.net.ae,www.oasisoilfield.co.ae/,P.O.Box 7968,Tel: +971 2-621-1885,
,,,,,,,Tel: +971 2-621-1896,
,,,,,,,Fax: +971 2-621-5303,
Obaid Humaid Al Tayer Engineering,Construction,UAE,Dubai,info@altayer-eng.com,,Garhoud Atrium,Tel: +971 4-201-1111,
,,,,,,1st Floor,Tel: +971 4-282-5000,
,,,,,,Al Garhoud Road,Fax: +971 4-282-5008,
,,,,,,P.O.Box 2623,,
Occidental Middle East Development Company,Oil and Gas,UAE,Dubai,,www.oxy.com,P.O.Box 33728,Tel: +971 4-319-7200,
,,,,,,,Tel: +971 4-330-3421,
,,,,,,,Fax: +971 4-330-3422,
Oceaneering OIS,Oil and Gas,UAE,Abu Dhabi,middle.east@oceaneering.com,,P.O.Box 4074,Tel: +971 2-642-2262,
,,,,,,,Fax: +971 2-642-2133,
Oger Telecom,Telecoms and IT,UAE,Dubai,contactus@ogertelecom.com,www.ogertelecom.org,Dubai International Financial Centre,Tel: +971 50-451-3934,
,,,,,,"Suite 10, Level 6, Precinct Building 5",,
,,,,,,P.O.Box 506524,,
OgilvyOne Middle East,Media,UAE,Dubai,ronald.howes@ogilvy.com,,Al Attar Business Towers,Tel: +971 4-305-0200,
,,,,,,26th Floor,Fax: +971-4 332-0003,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 74170,,
Oilfields Supply Center,Oil and Gas,UAE,Dubai,osc@oscdubai.com,www.oscdubai.com,P.O.Box 1518,Tel: +971 4-883-5577,
,,,,,,,Tel: +971 4-883-6800,
,,,,,,,Fax: +971 4-883-6430,
Ojaco Engineering Company,Industrial Manufacturing,UAE,Abu Dhabi,ojaco@emirates.net.ae,,P.O.Box 46372,Tel: +971 2-627-2340,
,,,,,,,Fax: +971 2-627-2342,
Oman Insurance Company,Financial Services,UAE,Dubai,oicem@tameen.co.ae,www.tameen.co.ae,P.O.Box 5209,Tel: +971 4-262-4000,
,,,,,,,Fax: +971 4-269-0110,
Oman Transport Establishment,Transport,UAE,Dubai,otesag@emirates.net.ae,,Ras Al Khor Road,Tel: +971 4-3331100,
,,,,,,P.O.Box 1034,Fax: 04-3331296,
Omeir Bin Youssef Group,Conglomerates,UAE,Abu Dhabi,gmoffice@omeir.co.ae,,Omeir Tower,Tel: +971 2-622-7777,
,,,,,,Sheikh Khalifa Street,Tel: +971 2-622-3611,
,,,,,,P.O.Box 267,Tel: +971 2-622-4552,
,,,,,,,Fax: +971 2-622-0222,
,,,,,,,Fax: +971 2-622-7209,
Omeir Travel Agency,Travel and Tourism,UAE,Abu Dhabi,,www.omeir.com,Omeir Tower,Tel: +971 2-622-5446,
,,,,,,Sheikh Khalifa Street,Fax: +971 2-622-5654,
,,,,,,P.O.Box 267,,
Omnix Group,Conglomerates,UAE,Dubai,,www.omnix-group.com,P.O.Box 50999,Tel: +971 4-324-6664,
,,,,,,,Fax: +971 4-324-6668,
Omnix International,Telecoms and IT,UAE,Dubai,info.dxb@omnix-group.com,www.omnix.ae/,P.O.Box 4199,Tel: +971 4-324-6664,
,,,,,,,Fax: +971 4-324-6668,
Omniyat Property Development Corporation,Real Estate,UAE,Dubai,info@omniyat.com,www.omniyat.com,P.O.Box 30166,Tel: +971 4-306-3300,
,,,,,,,Fax: +971 4-306-3333,
OnLine Distribution,Telecoms and IT,UAE,Dubai,info@online-dubai.com,www.online-dubai.com,Jebel Ali Free Trade Zone,Tel: +971 4-883-9888,
,,,,,,P.O.Box 17124,Fax: +971 4-883-9353,
One and Only Royal Mirage Dubai,Travel and Tourism,UAE,Dubai,royalmirage@royalmiragedubai.com,www.royalmiragedubai.com,Jumeirah Beach Road,Tel: +971 4-399-9999,
,,,,,,P.O.Box 37252,Fax: +971 4-399-9998,
Oracle Middle East,Telecoms and IT,UAE,Dubai,,www.oracle.com/me,Oracle Building,Tel: +971 4-390-9000,
,,,,,,Dubai Internet City,Fax: +971 4-390-9099,
,,,,,,P.O.Box 500099,,
Orient Contracting Company,Construction,UAE,Abu Dhabi,occ@emirates.net.ae,,P.O.Box 348,Tel: +971 2-554-3311,
,,,,,,,Tel: +971 2-627-6761,
,,,,,,,Fax: +971 2-554-3312,
,,,,,,,Fax: +971 2-627-6691,
Orient Irrigation Services,Construction,UAE,Sharjah,ois@emirates.net.ae,www.orientirrigation.com,Mohammed Hasher Building,Tel: +971 6-538-7600,
,,,,,,Al Ittihad Street,Fax: +971 6-538-6590,
,,,,,,P.O.Box Po Box 1165,,
Orient Planet PR and Marketing Communications,Media,UAE,Dubai,info@orientplanet.com,www.orientplanet.com,Emirates Islamic Bank Building,Tel: +971-4-398-8901,
,,,,,,"3rd Floor, Office 306",Fax: +971-4-398-8941,
,,,,,,Al Dhiyafah Street,,
,,,,,,P.O.Box 23345,,
Orient Travel and Touring Agency,Travel and Tourism,UAE,Sharjah,info@orienttravels.com,www.orienttravels.com,P.O.Box 772,Tel: +971 6-5681177,
,,,,,,,Tel: +971 6-5683838,
,,,,,,,Fax: 06-5684273,
